state_code,period_start,period_end,period_type,operator_raw,operator_reported,operator_standard,parent_company,channel,sport_category,handle,gross_revenue,standard_ggr,promo_credits,net_revenue,payouts,tax_paid,federal_excise_tax,hold_pct,days_in_period,is_partial_period,data_is_revised,source_file,source_sheet,source_row,source_column,source_page,source_table_index,source_url,source_report_url,source_screenshot,source_raw_line,source_context,scrape_timestamp
NV,2012-08-01,2012-08-31,monthly,ALL,TOTAL,TOTAL,,combined,football,2505009276,675100000,675100000,,,1829909276,45569250,,0.2695000000471056,31,False,False,NV_2012_08_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Aug-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_08_NV_2012_08_gri_p1.png,"FOOTBALL | 178 178 6,751 749.84 26.95 | 178 178 6,258 1893.60 23.00 | 178 178 66,964 42.22 4.83 |",,2026-04-01T21:22:18.213816
NV,2012-08-01,2012-08-31,monthly,ALL,TOTAL,TOTAL,,combined,basketball,78678868,-74800000,-74800000,,,153478868,,,-0.9507000024453834,31,False,False,NV_2012_08_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Aug-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_08_NV_2012_08_gri_p1.png,"BASKETBALL | 164 164 -748 4.77 -95.07 | 164 164 -958 67.92 -1.98 | 164 164 50,391 -1.58 5.79 |",,2026-04-01T21:22:18.213816
NV,2012-08-01,2012-08-31,monthly,ALL,TOTAL,TOTAL,,combined,baseball,14533333333,152600000,152600000,,,14380733333,10300500,,0.010500000000240825,31,False,False,NV_2012_08_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Aug-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_08_NV_2012_08_gri_p1.png,"BASEBALL | 178 178 1,526 -15.96 1.05 | 178 178 13,028 122.74 3.35 | 178 178 25,312 28.78 3.81 |",,2026-04-01T21:22:18.213816
NV,2012-08-01,2012-08-31,monthly,ALL,TOTAL,TOTAL,,combined,parlay,38478814,25700000,25700000,,,12778814,1734750,,0.6679000033628895,31,False,False,NV_2012_08_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Aug-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_08_NV_2012_08_gri_p1.png,"SPORTS PARLAY CARDS | 162 162 257 61.88 66.79 | 162 162 422 29.76 60.91 | 162 162 16,282 -13.67 25.84 |",,2026-04-01T21:22:18.213816
NV,2012-08-01,2012-08-31,monthly,ALL,TOTAL,TOTAL,,combined,other,417009602,-60800000,-60800000,,,477809602,,,-0.14580000006810395,31,False,False,NV_2012_08_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Aug-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_08_NV_2012_08_gri_p1.png,"OTHER | -608 42.47 -14.58 | 2,540 145.69 6.27 | 14,055 62.34 7.16 |",,2026-04-01T21:22:18.213816
NV,2012-09-01,2012-09-30,monthly,ALL,TOTAL,TOTAL,,combined,,42054373522,5336700000,5336700000,,,36717673522,360227250,,0.12690000000138393,30,False,False,NV_2012_09_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Sep-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_09_NV_2012_09_gri_p1.png,"SPORTS POOL (2) | 182 183 53,367 165.43 12.69 | 183 181 66,228 225.84 8.94 | 188 183 206,265 59.26 6.33 |",,2026-04-01T21:22:21.986221
NV,2012-09-01,2012-09-30,monthly,ALL,TOTAL,TOTAL,,combined,football,31272465852,4350000000,4350000000,,,26922465852,293625000,,0.1390999999995779,30,False,False,NV_2012_09_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Sep-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_09_NV_2012_09_gri_p1.png,"FOOTBALL | 181 181 43,500 271.58 13.91 | 181 181 50,058 303.82 14.77 | 181 181 98,757 252.17 6.80 |",,2026-04-01T21:22:21.986221
NV,2012-09-01,2012-09-30,monthly,ALL,TOTAL,TOTAL,,combined,basketball,148505531,-63100000,-63100000,,,211605531,,,-0.42489999917915516,30,False,False,NV_2012_09_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Sep-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_09_NV_2012_09_gri_p1.png,"BASKETBALL | 167 167 -631 -30.15 -42.49 | 167 167 -2,954 -6.60 -61.65 | 167 167 50,244 -1.72 5.77 |",,2026-04-01T21:22:21.986221
NV,2012-09-01,2012-09-30,monthly,ALL,TOTAL,TOTAL,,combined,baseball,8315352697,200400000,200400000,,,8114952697,13527000,,0.024100000000276598,30,False,False,NV_2012_09_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Sep-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_09_NV_2012_09_gri_p1.png,"BASEBALL | 180 180 2,004 -54.52 2.41 | 180 180 10,817 70.09 3.01 | 180 180 22,910 -0.64 3.39 |",,2026-04-01T21:22:21.986221
NV,2012-09-01,2012-09-30,monthly,ALL,TOTAL,TOTAL,,combined,parlay,1221891638,780300000,780300000,,,441591638,52670250,,0.6385999999780668,30,False,False,NV_2012_09_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Sep-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_09_NV_2012_09_gri_p1.png,"SPORTS PARLAY CARDS | 173 173 7,803 112.74 63.86 | 173 173 8,141 108.12 63.87 | 173 173 20,417 18.17 31.73 |",,2026-04-01T21:22:21.986221
NV,2012-09-01,2012-09-30,monthly,ALL,TOTAL,TOTAL,,combined,other,1081377152,69100000,69100000,,,1012277152,4664250,,0.06389999998816324,30,False,False,NV_2012_09_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Sep-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_09_NV_2012_09_gri_p1.png,"OTHER | 691 -14.73 6.39 | 166 -61.22 0.68 | 13,936 39.18 7.18 |",,2026-04-01T21:22:21.986221
NV,2012-10-01,2012-10-31,monthly,ALL,TOTAL,TOTAL,,combined,,39698224852,670900000,670900000,,,39027324852,45285750,,0.016900000000030228,31,False,False,NV_2012_10_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Oct-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_10_NV_2012_10_gri_p1.png,"SPORTS POOL (2) | 182 183 6,709 -79.84 1.69 | 183 182 67,254 23.84 6.77 | 189 183 179,698 41.37 5.51 |",,2026-04-01T21:22:25.730758
NV,2012-10-01,2012-10-31,monthly,ALL,TOTAL,TOTAL,,combined,football,31489898990,-623500000,-623500000,,,32113398990,,,-0.019799999999936486,31,False,False,NV_2012_10_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Oct-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_10_NV_2012_10_gri_p1.png,"FOOTBALL | 181 181 -6,235 -123.48 -1.98 | 181 181 44,016 12.72 6.75 | 181 181 65,973 110.06 4.56 |",,2026-04-01T21:22:25.730758
NV,2012-10-01,2012-10-31,monthly,ALL,TOTAL,TOTAL,,combined,basketball,761182714,200800000,200800000,,,560382714,13554000,,0.26380000006148324,31,False,False,NV_2012_10_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Oct-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_10_NV_2012_10_gri_p1.png,"BASKETBALL | 180 180 2,008 3393.97 26.38 | 180 180 629 147.24 6.36 | 180 180 52,313 5.48 5.96 |",,2026-04-01T21:22:25.730758
NV,2012-10-01,2012-10-31,monthly,ALL,TOTAL,TOTAL,,combined,baseball,5881114130,865700000,865700000,,,5015414130,58434750,,0.1472000000108823,31,False,False,NV_2012_10_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Oct-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_10_NV_2012_10_gri_p1.png,"BASEBALL | 181 181 8,657 446.76 14.72 | 181 181 12,187 56.15 4.24 | 181 181 29,984 38.40 4.33 |",,2026-04-01T21:22:25.730758
NV,2012-10-01,2012-10-31,monthly,ALL,TOTAL,TOTAL,,combined,parlay,1214934410,240800000,240800000,,,974134410,16254000,,0.19819999994896845,31,False,False,NV_2012_10_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Oct-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_10_NV_2012_10_gri_p1.png,"SPORTS PARLAY CARDS | 172 172 2,408 -44.19 19.82 | 172 172 10,468 28.58 42.30 | 172 172 18,510 29.07 31.82 |",,2026-04-01T21:22:25.730758
NV,2012-10-01,2012-10-31,monthly,ALL,TOTAL,TOTAL,,combined,other,462093863,-12800000,-12800000,,,474893863,,,-0.027699999988963282,31,False,False,NV_2012_10_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Oct-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_10_NV_2012_10_gri_p1.png,"OTHER | -128 -114.39 -2.77 | -45 -107.05 -0.23 | 12,918 27.92 7.00 |",,2026-04-01T21:22:25.730758
NV,2012-11-01,2012-11-30,monthly,ALL,TOTAL,TOTAL,,combined,,44672131148,-817500000,-817500000,,,45489631148,,,-0.018299999999811963,30,False,False,NV_2012_11_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Nov-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_11_NV_2012_11_gri_p1.png,"SPORTS POOL (2) | 182 183 -8,175 -147.57 -1.83 | 185 183 51,901 -26.45 4.10 | 189 183 154,337 11.97 4.59 |",,2026-04-01T21:22:29.627397
NV,2012-11-01,2012-11-30,monthly,ALL,TOTAL,TOTAL,,combined,football,33700636943,-529100000,-529100000,,,34229736943,,,-0.01569999999984867,30,False,False,NV_2012_11_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Nov-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_11_NV_2012_11_gri_p1.png,"FOOTBALL | 181 181 -5,291 -151.27 -1.57 | 181 181 31,974 -34.18 3.32 | 181 181 50,363 13.92 3.33 |",,2026-04-01T21:22:29.627397
NV,2012-11-01,2012-11-30,monthly,ALL,TOTAL,TOTAL,,combined,basketball,9347305389,156100000,156100000,,,9191205389,10536750,,0.016700000000395836,30,False,False,NV_2012_11_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Nov-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_11_NV_2012_11_gri_p1.png,"BASKETBALL | 181 181 1,561 -58.63 1.67 | 181 181 2,938 -8.98 2.86 | 181 181 50,101 8.29 5.37 |",,2026-04-01T21:22:29.627397
NV,2012-11-01,2012-11-30,monthly,ALL,TOTAL,TOTAL,,combined,baseball,397438,-370600000,-370600000,,,370997438,,,-932.4724862745887,30,False,False,NV_2012_11_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Nov-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_11_NV_2012_11_gri_p1.png,"BASEBALL | 20 20 -3,706 2.42-93247.22 | 20 20 6,955 217.43 4.90 | 20 20 30,076 56.75 4.34 |",,2026-04-01T21:22:29.627397
NV,2012-11-01,2012-11-30,monthly,ALL,TOTAL,TOTAL,,combined,parlay,1318611987,-125400000,-125400000,,,1444011987,,,-0.09510000002752894,30,False,False,NV_2012_11_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Nov-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_11_NV_2012_11_gri_p1.png,"SPORTS PARLAY CARDS | 173 173 -1,254 -130.21 -9.51 | 173 173 8,957 -26.19 23.85 | 173 173 13,104 -23.93 22.58 |",,2026-04-01T21:22:29.627397
NV,2012-11-01,2012-11-30,monthly,ALL,TOTAL,TOTAL,,combined,other,496618357,51400000,51400000,,,445218357,3469500,,0.10350000010168775,30,False,False,NV_2012_11_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Nov-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_11_NV_2012_11_gri_p1.png,"OTHER | 514 -81.23 10.35 | 1,076 -75.74 5.28 | 10,694 -2.35 6.46 |",,2026-04-01T21:22:29.627397
NV,2012-12-01,2012-12-31,monthly,ALL,TOTAL,TOTAL,,combined,,41205722071,3024500000,3024500000,,,38181222071,204153750,,0.07339999999972334,31,False,False,NV_2012_12_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Dec-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_12_NV_2012_12_gri_p1.png,"SPORTS POOL (2) | 183 184 30,245 108.30 7.34 | 184 182 28,779 -55.71 2.29 | 189 182 170,062 20.84 4.93 |",,2026-04-01T21:22:33.301482
NV,2012-12-01,2012-12-31,monthly,ALL,TOTAL,TOTAL,,combined,football,28124223602,2716800000,2716800000,,,25407423602,183384000,,0.09660000000166405,31,False,False,NV_2012_12_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Dec-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_12_NV_2012_12_gri_p1.png,"FOOTBALL | 182 182 27,168 199.38 9.66 | 182 182 15,643 -65.95 1.68 | 182 182 68,456 54.43 4.37 |",,2026-04-01T21:22:33.301482
NV,2012-12-01,2012-12-31,monthly,ALL,TOTAL,TOTAL,,combined,basketball,10990654206,235200000,235200000,,,10755454206,15876000,,0.021399999999235714,31,False,False,NV_2012_12_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Dec-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_12_NV_2012_12_gri_p1.png,"BASKETBALL | 181 181 2,352 -48.56 2.14 | 181 181 5,921 -28.54 2.81 | 181 181 47,880 -2.00 4.91 |",,2026-04-01T21:22:33.301482
NV,2012-12-01,2012-12-31,monthly,ALL,TOTAL,TOTAL,,combined,baseball,95588777,-129800000,-129800000,,,225388777,,,-1.3578999969839556,31,False,False,NV_2012_12_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Dec-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_12_NV_2012_12_gri_p1.png,"BASEBALL | 27 27 -1,298 2.26 -135.79 | 27 27 3,653 203.10 6.11 | 27 27 30,106 53.28 4.34 |",,2026-04-01T21:22:33.301482
NV,2012-12-01,2012-12-31,monthly,ALL,TOTAL,TOTAL,,combined,parlay,1078758046,284900000,284900000,,,793858046,19230750,,0.2641000000476474,31,False,False,NV_2012_12_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Dec-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_12_NV_2012_12_gri_p1.png,"SPORTS PARLAY CARDS | 171 171 2,849 19.81 26.41 | 171 171 4,003 -63.09 11.08 | 171 171 13,575 -22.96 23.33 |",,2026-04-01T21:22:33.301482
NV,2012-12-01,2012-12-31,monthly,ALL,TOTAL,TOTAL,,combined,other,901746725,-82600000,-82600000,,,984346725,,,-0.09159999998891041,31,False,False,NV_2012_12_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2012Dec-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2012_12_NV_2012_12_gri_p1.png,"OTHER | -826 -366.82 -9.16 | -440 -112.75 -2.37 | 10,045 -2.27 6.37 |",,2026-04-01T21:22:33.301482
NV,2013-01-01,2013-01-31,monthly,ALL,TOTAL,TOTAL,,combined,,34317991632,820200000,820200000,,,33497791632,55363500,,0.02389999999986013,31,False,False,NV_2013_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_01_NV_2013_01_gri_p1.png,"SPORTS POOL (2) | 183 184 8,202 -68.55 2.39 | 183 182 30,271 -47.62 2.52 | 189 183 152,181 0.54 4.41 |",,2026-04-01T21:22:37.143857
NV,2013-01-01,2013-01-31,monthly,ALL,TOTAL,TOTAL,,combined,football,17712538226,-579200000,-579200000,,,18291738226,,,-0.03270000000055328,31,False,False,NV_2013_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_01_NV_2013_01_gri_p1.png,"FOOTBALL | 182 182 -5,792 -136.95 -3.27 | 182 182 16,085 -54.13 2.03 | 182 182 46,990 -13.64 3.05 |",,2026-04-01T21:22:37.143857
NV,2013-01-01,2013-01-31,monthly,ALL,TOTAL,TOTAL,,combined,basketball,15364537445,1395100000,1395100000,,,13969437445,94169250,,0.09079999999960948,31,False,False,NV_2013_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_01_NV_2013_01_gri_p1.png,"BASKETBALL | 181 181 13,951 21.56 9.08 | 181 181 17,864 -9.88 5.00 | 181 181 50,354 -1.87 5.01 |",,2026-04-01T21:22:37.143857
NV,2013-01-01,2013-01-31,monthly,ALL,TOTAL,TOTAL,,combined,baseball,97142857,-71400000,-71400000,,,168542857,,,-0.7350000010808824,31,False,False,NV_2013_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_01_NV_2013_01_gri_p1.png,"BASEBALL | 20 20 -714 -28.80 -73.50 | 20 20 -5,719 -0.66 -295.95 | 20 20 29,946 52.00 4.31 |",,2026-04-01T21:22:37.143857
NV,2013-01-01,2013-01-31,monthly,ALL,TOTAL,TOTAL,,combined,parlay,360915493,20500000,20500000,,,340415493,1383750,,0.056799999993350246,31,False,False,NV_2013_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_01_NV_2013_01_gri_p1.png,"SPORTS PARLAY CARDS | 172 172 205 173.22 5.68 | 172 172 1,800 -71.20 6.52 | 172 172 14,061 -13.61 24.83 |",,2026-04-01T21:22:37.143857
NV,2013-01-01,2013-01-31,monthly,ALL,TOTAL,TOTAL,,combined,other,875000000,55300000,55300000,,,819700000,3732750,,0.0632,31,False,False,NV_2013_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_01_NV_2013_01_gri_p1.png,"OTHER | 553 337.39 6.32 | 241 -89.66 1.06 | 10,831 12.07 6.98 |",,2026-04-01T21:22:37.143857
NV,2013-02-01,2013-02-28,monthly,ALL,TOTAL,TOTAL,,combined,,26728464419,1427300000,1427300000,,,25301164419,96342750,,0.0534000000009503,28,False,False,NV_2013_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_02_NV_2013_02_gri_p1.png,"SPORTS POOL (2) | 183 184 14,273 24.24 5.34 | 183 183 52,720 1.21 5.15 | 188 183 154,967 -2.19 4.49 |",,2026-04-01T21:22:41.098186
NV,2013-02-01,2013-02-28,monthly,ALL,TOTAL,TOTAL,,combined,football,9552742616,226400000,226400000,,,9326342616,15282000,,0.023700000000083744,28,False,False,NV_2013_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_02_NV_2013_02_gri_p1.png,"FOOTBALL | 182 182 2,264 38.03 2.37 | 182 182 23,640 -10.42 4.27 | 182 182 47,614 -21.38 3.08 |",,2026-04-01T21:22:41.098186
NV,2013-02-01,2013-02-28,monthly,ALL,TOTAL,TOTAL,,combined,basketball,15133738602,995800000,995800000,,,14137938602,67216500,,0.0657999999992335,28,False,False,NV_2013_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_02_NV_2013_02_gri_p1.png,"BASKETBALL | 182 182 9,958 26.06 6.58 | 182 182 26,260 9.65 6.33 | 182 182 52,412 0.24 5.24 |",,2026-04-01T21:22:41.098186
NV,2013-02-01,2013-02-28,monthly,ALL,TOTAL,TOTAL,,combined,baseball,42821421,-41100000,-41100000,,,83921421,,,-0.9598000029004176,28,False,False,NV_2013_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_02_NV_2013_02_gri_p1.png,"BASEBALL | 169 169 -411 -196.05 -95.98 | 169 169 -2,424 -19.89 -102.86 | 169 169 29,674 50.48 4.27 |",,2026-04-01T21:22:41.098186
NV,2013-02-01,2013-02-28,monthly,ALL,TOTAL,TOTAL,,combined,parlay,210118883,76000000,76000000,,,134118883,5130000,,0.36170000008994907,28,False,False,NV_2013_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_02_NV_2013_02_gri_p1.png,"SPORTS PARLAY CARDS | 175 175 760 -31.97 36.17 | 175 175 3,814 18.66 23.12 | 175 175 13,703 -16.95 24.27 |",,2026-04-01T21:22:41.098186
NV,2013-02-01,2013-02-28,monthly,ALL,TOTAL,TOTAL,,combined,other,1804025424,170300000,170300000,,,1633725424,11495250,,0.09439999998580952,28,False,False,NV_2013_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_02_NV_2013_02_gri_p1.png,"OTHER | 1,703 75.49 9.44 | 1,430 155.03 3.99 | 11,563 23.31 7.37 |",,2026-04-01T21:22:41.098186
NV,2013-03-01,2013-03-31,monthly,ALL,TOTAL,TOTAL,,combined,,34894056848,1350400000,1350400000,,,33543656848,91152000,,0.03869999999949562,31,False,False,NV_2013_03_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Mar-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_03_NV_2013_03_gri_p1.png,"SPORTS POOL (2) | 183 184 13,504 -7.74 3.87 | 183 184 35,979 -31.08 3.75 | 188 183 153,834 -5.05 4.41 |",,2026-04-01T21:22:44.702180
NV,2013-03-01,2013-03-31,monthly,ALL,TOTAL,TOTAL,,combined,football,10635920,-932700000,-932700000,,,943335920,,,-87.69340122904272,31,False,False,NV_2013_03_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Mar-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_03_NV_2013_03_gri_p1.png,"FOOTBALL | 76 76 -9,327 -7.87 -8769.34 | 76 76 -12,855 -248.31 -4.72 | 76 76 46,933 -23.40 3.04 |",,2026-04-01T21:22:44.702180
NV,2013-03-01,2013-03-31,monthly,ALL,TOTAL,TOTAL,,combined,basketball,32428355958,2150000000,2150000000,,,30278355958,145125000,,0.06629999999952511,31,False,False,NV_2013_03_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Mar-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_03_NV_2013_03_gri_p1.png,"BASKETBALL | 181 181 21,500 0.79 6.63 | 181 181 45,409 11.55 7.22 | 181 181 52,580 -4.12 5.08 |",,2026-04-01T21:22:44.702180
NV,2013-03-01,2013-03-31,monthly,ALL,TOTAL,TOTAL,,combined,baseball,339849624,22600000,22600000,,,317249624,1525500,,0.06650000001176991,31,False,False,NV_2013_03_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2013Mar-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2013_03_NV_2013_03_gri_p1.png,"BASEBALL | 179 179 226 326.21 6.65 | 179 179 -900 -13.36 -23.42 | 179 179 30,000 58.35 4.33 |",,2026-04-01T21:22:44.702180
